brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type,thickness_num,weight_num
Asus,143690,thick,heavy,16,142,16.0,16.0,1,0,10.0,,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,high,medium,30.4,2.5
Asus,134990,thick,heavy,17,127,16.0,16.0,1,0,8.0,90.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,low,24.8,2.6
ASUS,139990,thick,heavy,15,145,16.0,16.0,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,amd,8.0,rx7600s,0,0,1,0,,1024.0,regular,low,medium,26.8,2.2
Asus,175900,slim,lite,13,225,16.0,16.0,0,1,8.0,75.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high,16.0,1.3
Asus,149990,medium,medium,14,216,16.0,16.0,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high,18.5,1.65
Asus,209990,slim,lite,13,225,20.0,16.0,0,1,14.0,56.0,4.0,0,0,0,1,0,0,1,0,0.0,1.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,high,high,14.2,1.18
Lenovo,54990,,,15,141,12.0,8.0,1,0,10.0,45.0,,1,0,1,1,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium,,
Asus,63890,slim,medium,15,141,12.0,16.0,1,0,6.0,63.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,7.0,amd,3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,17.9,1.7
Asus,179990,thick,medium,16,189,20.0,16.0,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,high,22.3,2.0
Asus,169990,thick,medium,16,189,20.0,16.0,1,0,14.0,,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high,22.3,2.0
Dell,70490,thick,heavy,15,141,16.0,8.0,1,0,12.0,56.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium,26.9,2.57
Asus,40810,,,15,141,8.0,8.0,1,0,6.0,,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium,,
Asus,122990,medium,medium,15,141,16.0,16.0,1,0,12.0,70.0,3.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,1,0,0,0,,512.0,regular,medium,medium,19.9,1.8
Dell,220490,thick,heavy,16,216,24.0,16.0,1,0,16.0,86.0,6.0,1,1,1,1,1,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,high,high,25.0,3.25
Huawei,185990,slim,medium,16,189,16.0,16.0,1,1,12.0,84.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high,17.8,1.99
Huawei,184990,slim,lite,14,264,16.0,16.0,1,1,12.0,60.0,,0,0,0,1,0,0,1,1,0.0,0.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,high,15.5,1.38
HP,66990,,medium,15,141,12.0,16.0,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,,1.6
MSI,72990,thick,heavy,15,141,12.0,8.0,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,1,0,,512.0,regular,high,medium,24.9,2.25
MSI,77990,medium,medium,15,141,12.0,16.0,1,0,8.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,1024.0,0.0,regular,medium,medium,21.7,1.86
HP,34990,slim,medium,15,141,4.0,8.0,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,viral,low,medium,17.9,1.82
HP,18990,medium,lite,14,112,2.0,8.0,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,regular,low,low,19.9,1.47
Asus,105990,slim,medium,15,212,20.0,16.0,1,0,14.0,,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,17.9,1.7
HP,64999,medium,medium,15,141,12.0,8.0,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,19.9,1.6
Asus,59990,medium,medium,15,141,12.0,8.0,1,0,10.0,,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.7
Dell,132199,,heavy,15,141,16.0,16.0,1,0,8.0,,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,high,medium,,2.51
Acer,54990,slim,lite,14,157,12.0,16.0,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high,15.9,1.25
MSI,234990,medium,medium,16,194,20.0,32.0,1,0,14.0,99.9,4.0,1,1,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,high,19.95,1.99
HP,77490,medium,medium,15,141,16.0,16.0,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.6
HP,54990,,medium,15,141,12.0,8.0,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,,1.69
Asus,42990,,medium,15,141,4.0,16.0,1,0,2.0,,2.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,viral,medium,medium,,1.8
Lenovo,67990,thick,heavy,15,141,16.0,8.0,1,0,8.0,,,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium,24.2,2.25
Lenovo,73990,thick,heavy,15,141,16.0,16.0,1,0,8.0,45.0,,1,1,0,0,0,0,1,0,1.0,2.0,0.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,medium,medium,24.2,2.25
Dell,367590,,heavy,18,204,20.0,32.0,1,0,14.0,97.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,high,high,,3.86
Dell,379990,,heavy,16,229,20.0,32.0,1,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,high,high,,2.72
Lenovo,119990,,lite,14,157,8.0,16.0,1,0,4.0,50.0,3.0,1,1,1,1,0,0,1,0,0.0,2.0,2.0,11.0,intel,i7,nvidia,4.0,t500,0,1,0,0,,512.0,regular,low,high,,1.47
HP,40990,,medium,15,141,8.0,8.0,1,0,6.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,,1.69
Acer,23490,medium,lite,11,135,2.0,8.0,0,0,2.0,42.0,2.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,,intel,5,intel,,Integrated,1,0,0,0,,256.0,regular,low,low,19.0,1.2
HP,62990,,medium,15,141,12.0,8.0,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,,1.75
HP,47490,,medium,15,141,8.0,8.0,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,,1.75
HP,76990,medium,lite,14,112,8.0,8.0,1,0,4.0,45.0,3.0,1,1,1,1,0,0,1,1,0.0,3.0,1.0,11.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,medium,low,19.9,1.38
HP,67990,,medium,15,141,12.0,8.0,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,medium,,1.6
HP,47490,,medium,15,141,8.0,8.0,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,,1.75
MSI,87990,medium,medium,15,141,12.0,16.0,1,0,8.0,51.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,1,0,1024.0,0.0,regular,low,medium,21.7,1.86
Asus,28990,medium,medium,15,100,2.0,8.0,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,0,2.0,1.0,1.0,,intel,7,intel,,Integrated,1,0,0,0,,512.0,popular,low,low,19.9,1.8
Acer,88990,thick,heavy,15,188,12.0,16.0,1,0,6.0,57.0,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,6.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,high,high,26.9,2.5
Acer,44990,slim,medium,15,141,8.0,8.0,0,0,4.0,48.0,3.0,1,1,0,0,0,0,0,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,high,medium,17.9,1.7
Asus,36990,medium,medium,14,157,4.0,8.0,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,0,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high,19.9,1.6
Asus,49990,slim,medium,15,141,8.0,16.0,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium,17.9,1.63
Asus,124990,slim,lite,14,243,16.0,16.0,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,15.9,1.5
Asus,62990,medium,medium,16,142,12.0,16.0,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,19.9,1.88
Asus,115990,slim,lite,14,243,16.0,16.0,1,0,12.0,75.0,,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,16.9,1.39
Asus,94990,slim,lite,14,243,16.0,16.0,1,1,12.0,75.0,,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,16.9,1.39
Asus,77990,medium,lite,14,162,12.0,16.0,1,1,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,18.9,1.5
HP,89999,medium,lite,14,157,12.0,16.0,1,0,10.0,51.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high,19.9,1.38
HP,125990,,heavy,16,182,16.0,16.0,1,0,8.0,83.0,6.0,1,1,1,0,0,0,1,0,0.0,3.0,2.0,6.0,amd,7,nvidia,8.0,rtx3070ti,0,0,0,1,,1024.0,regular,high,high,,2.37
MSI,54990,,medium,15,141,12.0,16.0,0,0,6.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,popular,medium,medium,,1.86
Asus,58990,medium,medium,15,141,12.0,8.0,1,0,10.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.7
MSI,60990,,medium,15,141,12.0,16.0,1,0,8.0,,3.0,1,0,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium,,1.86
MSI,314490,thick,heavy,16,189,,32.0,1,0,24.0,99.0,4.0,1,1,1,1,0,0,1,0,0.0,2.0,3.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0,regular,medium,high,27.85,2.7
MSI,56990,,medium,15,141,12.0,16.0,1,0,6.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,1024.0,0.0,popular,medium,medium,,1.86
Asus,36990,slim,lite,14,157,8.0,8.0,1,0,8.0,42.0,3.0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,17.9,1.38
MSI,59990,,medium,15,141,12.0,8.0,1,0,8.0,,3.0,1,0,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,medium,,1.86
MSI,72990,,heavy,15,141,12.0,16.0,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium,,2.25
Acer,194990,,,16,141,24.0,32.0,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,low,medium,,
Lenovo,133990,slim,lite,14,157,16.0,16.0,1,0,12.0,52.5,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,4.0,t550,0,1,0,0,,512.0,regular,medium,high,18.0,1.38
MSI,88990,,heavy,15,141,16.0,16.0,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium,,2.25
Lenovo,160990,,heavy,15,141,20.0,32.0,1,0,14.0,,6.0,1,1,1,0,0,0,0,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,t600,1,0,0,0,,1024.0,regular,high,medium,,2.22
MSI,71990,thick,heavy,15,141,12.0,8.0,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium,24.9,2.25
MSI,55990,,medium,15,141,12.0,8.0,1,0,6.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,1024.0,0.0,popular,medium,medium,,1.86
Asus,77390,,medium,15,141,16.0,16.0,1,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,low,medium,,1.6
MSI,272900,thick,heavy,16,189,24.0,32.0,1,0,16.0,99.0,4.0,1,1,1,1,0,0,1,0,0.0,2.0,3.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,2048.0,regular,high,high,27.85,2.7
Asus,62390,,medium,15,141,12.0,16.0,1,0,10.0,50.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium,,1.6
Samsung,79990,slim,medium,15,157,12.0,16.0,1,0,10.0,54.0,,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high,15.4,1.57
MSI,130990,thick,heavy,15,141,20.0,16.0,0,0,14.0,90.0,4.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,low,medium,26.9,2.3
Asus,134990,slim,lite,14,243,16.0,16.0,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high,15.9,1.5
Asus,104990,slim,lite,14,243,16.0,16.0,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,15.9,1.5
Asus,70680,,medium,15,141,16.0,16.0,1,0,12.0,50.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,,1.6
Asus,45250,slim,medium,15,141,8.0,8.0,1,0,8.0,50.0,,1,0,0,0,0,0,1,0,1.0,1.0,1.0,,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,17.9,1.63
Asus,119900,slim,lite,13,255,12.0,16.0,1,0,10.0,63.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,low,high,10.9,1.0
Asus,47990,,medium,16,142,8.0,8.0,1,0,6.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium,,1.88
Asus,82990,slim,medium,15,141,16.0,16.0,1,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,17.9,1.7
Asus,63990,,lite,14,157,12.0,16.0,1,0,10.0,,3.0,1,0,0,0,0,0,0,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,,1.4
Dell,45999,thick,medium,15,141,12.0,8.0,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,2.0,0.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,medium,23.5,1.68
Asus,59990,,lite,14,157,12.0,8.0,1,0,10.0,,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,,1.4
Asus,74990,,medium,15,141,16.0,16.0,1,0,12.0,50.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,,1.7
Asus,45990,,lite,14,157,8.0,8.0,1,0,6.0,,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,,1.4
Asus,144990,slim,lite,13,255,12.0,32.0,1,0,10.0,63.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high,10.9,1.0
Asus,92990,slim,lite,14,243,16.0,16.0,1,0,12.0,75.0,,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,16.9,1.39
Asus,112990,slim,lite,14,243,16.0,16.0,1,0,12.0,75.0,,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,16.9,1.39
Asus,99990,slim,lite,13,255,12.0,16.0,1,0,10.0,63.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,10.9,1.0
Asus,58990,,lite,14,162,12.0,8.0,0,1,6.0,,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,medium,high,,1.5
